Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
"Саморез пресс-шайба со сверлом SHUFT М4,2x16 (упак_1000шт/2,18кг)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425436,AVS42161SH,460.0,460.0,423.2,1,{'екатеринбург склад': '1'}
Теплоизоляция рулонная SHUFT VENTOFLEX 005/1200-30 (36м2),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Теплоизоляция",НС-1618026,RSHVT05/1200-30,3317.42,3317.42,2653.94,ожидается поставка,{}
Установка приточно-вытяжная SHUFT UniMAX-P 2000 SW-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1061972,UniMAX-P 2000 SW-A,688073.0,587970.0,461008.91,под заказ,{}
Нагреватель электрический для прямоугольных каналов EHR 600*350-45,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-1055047,EHR 600*350-45,66230.0,66230.0,34439.6,22,{'фрц Киржач': '22'}
FCCr 400 Хомут быстроразъемный,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1031573,FCCr 400,810.0,810.0,421.2,121,{'фрц Киржач': '121'}
Сплит-система SHUFT Berg SFTO-12HN1_24Y комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598405,SFTO-12HN1_24Y,29390.0,29390.0,22336.4,375,"{'ррц Екатеринбург LV NEW': '181', 'фрц Киржач': '194'}"
Нагреватель электрический для прямоугольных каналов EHR 700*400-22.5,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-0081702,EHR 700*400-22.5,51040.0,51040.0,26540.8,4,{'фрц Киржач': '4'}
"Нагреватель электрический для прямоугольных каналов EHR 600*350-22,5",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-1055046,"EHR 600*350-22,5",40980.0,40980.0,21309.6,19,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '17'}"
Хомут для воздуховода SHUFT с резиновым профилем 355мм (гайка),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425475,NHV03551SH,85.0,85.0,78.2,259,{'фрц Киржач': '259'}
Осушитель воздуха SHUFT Fjord SDR-16L,SHUFT,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Бытовые осушители воздуха",НС-1609634,SDR-16L,13950.0,13950.0,11997.0,ожидается поставка,{}
CFW 250 Вытяжной круглый канальный вентилятор,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0079347,CFW_ 250,28050.0,28050.0,14586.0,42,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '38'}"
"SGS 150 Наружная решетка (сталь, неокрашеная)",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-1030721,SGS 150,1336.22,,935.35,7,{'фрц Киржач': '7'}
Вентилятор осевой AXW 630-4D,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1128859,AXW 630-4D,47370.04,46310.0,24632.42,ожидается поставка,{}
"Вентилятор cо свободным колесом TORNADO 500x300-22-0,55-2",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1124758,"TORNADO 500x300-22-0,55-2",67750.0,67750.0,35230.0,28,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '24'}"
"Хомут спринклерный без гайки SHUFT 8"" (d=222мм) (упак.50шт)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425489,PCK2271SH,3150.0,3150.0,2992.5,9,{'фрц Киржач': '9'}
Вентилятор крышный SHUFT RMVE 311/440-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1064694,RMVE 311/440-4 VIM,60450.0,60450.0,31434.0,30,{'фрц Киржач': '30'}
Сплит-система инверторного типа SHUFT Berg DC SFTOI-24HN1_24Y комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598416,SFTOI-24HN1_24Y,68990.0,68990.0,53122.3,1,{'ррц Екатеринбург LV NEW': '1'}
