Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Водонагреватель Electrolux EWH 100 Royal,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1019726,EWH-100 Royal,26890.0,25290.0,22857.0,ожидается поставка,{}
Рукосушилка Electrolux EHDA/W – 2500 (белая),Electrolux,Тепловое оборудование/Сушилки для рук/Сушилки для рук,НС-0028150,EHDA/W – 2500 (белая),15990.0,15990.0,12792.0,15,{'ррц Екатеринбург LV NEW': '15'}
"Мат Electrolux EEFM 2-150-1,5 (комплект теплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105847,"EEFM 2-150-1,5 комплект",7050.0,7050.0,4019.0,ожидается поставка,{}
Сплит-система инверторного типа Electrolux EACS/I-12HEN-WHITE/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1492366,EACS/I-12HEN-WHITE/N8,81990.0,81990.0,61492.5,ожидается поставка,{}
Сплит-система инверторного типа Electrolux EACS/I-24HVI/N8_21Y комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1294414,EACS/I-24HVI/N8_21Y,188990.0,188990.0,137962.7,ожидается поставка,{}
Мат Electrolux EEM 2-150-8 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1199447,EEM 2-150-8 комплект,20400.0,20400.0,11628.0,8,{'ррц Екатеринбург LV NEW': '8'}
Мат Electrolux EEM 2-150-7 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1199444,EEM 2-150-7 комплект,18400.0,18400.0,10488.0,2,{'ррц Екатеринбург LV NEW': '2'}
Вентилятор вытяжной серии Basic EAFB-150T с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126789,EAFB-150T,5390.0,5390.0,3773.0,4,{'фрц Киржач': '4'}
Комплект Electrolux Air Gate Transformer с блоком управления ECH/AG2-2000 T-TUI4 (инверторный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584121,ECH/AG2-2000 T-TUI4,13180.0,13180.0,10149.6,112,"{'екатеринбург склад': '2', 'фрц Киржач': '110'}"
Водонагреватель проточный Electrolux NPX 12-18 Sensomatic Pro,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1036901,NPX 12-18 Sensomatic Pro,26490.0,26490.0,21987.0,36,{'ррц Костерево (Владимирская обл.)': '36'}
Комплект Electrolux Air Gate Transformer с блоком управления ECH/AG2-2000 T-TUE4 (электронный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584120,ECH/AG2-2000 T-TUE4,12080.0,12080.0,9302.6,142,"{'ррц Екатеринбург LV NEW': '32', 'фрц Киржач': '110'}"
Водонагреватель Electrolux EWH 50 Inoxis,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1123877,EWH 50 Inoxis,18290.0,18290.0,15547.0,ожидается поставка,{}
Система антиобледенения Electrolux EACO 2-30-850 (комплект),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Системы антиобледенения,НС-1068079,2-30-850,5220.0,5220.0,2975.0,ожидается поставка,{}
Вентилятор вытяжной серии Rainbow EAFR-120 white,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127271,EAFR-120white,4990.0,4990.0,3493.0,375,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '365'}"
Радиатор масляный Electrolux Wave EOH/M-9209 - 9 секций,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Маслонаполненные радиаторы,НС-1100763,EOH/M-9209,8790.0,8290.0,7032.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 30 SmartInverter Grafit,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1428860,EWH 30 SmartInverter Grafit,22590.0,25390.0,18072.0,8,{'ррц Екатеринбург LV NEW': '8'}
Водонагреватель Electrolux EWH 50 Formax DL,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1026260,EWH 50 Formax DL,19690.0,19690.0,15752.0,158,"{'ррц Костерево (Владимирская обл.)': '155', 'фрц Киржач': '3'}"
Водонагреватель проточный Electrolux NPX 6 AQUATRONIC DIGITAL 2.0,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1146492,NPX 6 AQUATRONIC DIGITAL 2.0,10490.0,10490.0,8707.0,7,{'ррц Костерево (Владимирская обл.)': '7'}
Колонка газовая Electrolux GWH 10 High Performance Eco,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные газовые,НС-1186645,GWH 10 High Performance Eco,14290.0,14290.0,12718.0,14,{'ррц Екатеринбург LV NEW': '14'}
Водонагреватель Electrolux EWH 50 Royal Flash Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1064856,EWH 50 Royal Flash S,23790.0,23790.0,20222.0,4,{'ррц Екатеринбург LV NEW': '4'}
Сплит-система инверторного типа Electrolux EACS/I-24HF2/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481664,EACS/I-24HF2/N8,115990.0,115990.0,84672.7,ожидается поставка,{}
Вентилятор вытяжной серии Magic EAFM-100T с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127166,EAFM - 100T,4390.0,4390.0,3073.0,40,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '12', 'фрц Киржач': '27'}"
Вентилятор вытяжной серии Rainbow EAFR-100T white с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127265,EAFR-100Twhite,5390.0,5390.0,3773.0,5,{'фрц Киржач': '5'}
Комплект Electrolux Air Gate Transformer с блоком управления ECH/AG2-1000 T-TUM3 (механический),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1286632,ECH/AG2-1000-TUM3,7080.0,7080.0,5451.6,163,{'фрц Киржач': '163'}
Блок внутренний Electrolux EACS/I-24 HM FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1194463,EACS/I-24 HM FMI/N8_ERP/in,58800.0,58800.0,39396.0,ожидается поставка,{}
"Комплект Electrolux EACC-36H/UP3/N3 сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1235744,EACC-36H/UP3/N3,197800.0,197800.0,82373.0,ожидается поставка,{}
Водонагреватель Electrolux EWH 100 Centurio IQ 3.0 Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1449188,EWH 100 Centurio IQ 3.0 Silver,34390.0,34390.0,27512.0,ожидается поставка,{}
Сплит-система Electrolux Loft EACS-18HAL/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598857,EACS-18HAL/N8,71990.0,71990.0,51832.8,ожидается поставка,{}
Конвектор электрический Electrolux ECH/AS-1500 MR,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1120234,ECH/AS-1500 MR,6290.0,6290.0,5032.0,498,"{'ррц Костерево (Владимирская обл.)': '237', 'ррц Екатеринбург LV NEW': '72', 'фрц Киржач': '189'}"
